Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
16.403,4.654,4.488,134.899,0.864,5.097,104,494,173.66,4.6,1.037,0.964,0.942
4.154,3.385,1.562,168.357,0.773,3.525,226,488,154.799,1.643,2.167,0.461,0.915
10.419,4.545,2.919,121.193,0.808,4.953,349,488,114.624,3.317,1.557,0.642,0.931
11.053,4.303,3.27,54.339,0.861,4.66,576,507,40.101,3.441,1.316,0.76,0.944
9.187,4.22,2.772,1.177,0.839,4.233,692,493,167.196,2.814,1.522,0.657,0.929
7.181,3.91,2.338,148.94,0.855,3.958,928,491,148.57,2.433,1.672,0.598,0.923
11.123,4.269,3.318,82.721,0.904,4.392,1051,488,109.983,3.189,1.287,0.777,0.953
4.822,3.256,1.886,32.534,0.776,3.382,1164,501,33.69,2.11,1.726,0.579,0.901
4.541,3.054,1.893,158.519,0.785,3.282,1281,489,149.036,2.15,1.614,0.62,0.872
4.893,3.569,1.746,118.137,0.757,3.904,1400,488,125.218,1.93,2.045,0.489,0.917
11.933,4.474,3.396,99.584,0.871,4.705,1515,488,113.499,3.377,1.318,0.759,0.946
9.082,4.509,2.565,22.645,0.799,4.892,1630,503,32.471,2.814,1.758,0.569,0.949
17.6,5.876,3.814,36.947,0.768,6.373,1745,514,47.386,4.027,1.541,0.649,0.938
15.277,4.925,3.949,179.873,0.79,5.31,1864,490,147.995,3.923,1.247,0.802,0.922
6.547,3.92,2.127,18.368,0.77,4.115,2099,497,24.228,2.314,1.843,0.543,0.923
5.28,4.271,1.574,141.154,0.623,4.396,2217,491,140.194,1.857,2.713,0.369,0.852
8.659,4.79,2.302,92.088,0.663,4.967,2571,488,100.886,2.357,2.081,0.48,0.911
7.216,5.147,1.785,8.519,0.628,5.233,104,602,14.534,1.876,2.883,0.347,0.934
9.504,3.878,3.12,162.536,0.839,4.05,312,608,13.392,3.455,1.243,0.805,0.926
3.309,3.316,1.27,114.267,0.668,3.444,523,592,119.358,1.426,2.61,0.383,0.879
5.597,3.42,2.084,166.868,0.878,3.505,723,596,164.476,2.202,1.641,0.609,0.919
10.138,4.853,2.66,117.671,0.76,5.31,928,592,122.005,2.989,1.825,0.548,0.919
4.506,3.346,1.714,6.295,0.751,3.424,1133,597,170.538,1.963,1.952,0.512,0.856
3.379,2.46,1.749,178.585,0.871,2.613,1340,594,158.962,1.876,1.407,0.711,0.901
3.942,2.765,1.816,9.995,0.853,2.966,1544,601,18.435,1.876,1.523,0.657,0.922
2.675,2.385,1.428,150.992,0.911,2.552,1751,592,143.973,1.51,1.669,0.599,0.927
14.467,7.428,2.48,166.65,0.616,7.535,1942,594,161.114,2.714,2.995,0.334,0.923
4.294,3.706,1.475,68.184,0.627,3.863,2161,610,60.945,1.803,2.512,0.398,0.881
4.611,3.475,1.69,43.781,0.788,3.604,2365,607,51.34,1.857,2.056,0.486,0.907
12.707,6.532,2.477,104.876,0.64,6.765,2568,592,109.44,2.774,2.637,0.379,0.916
19462.009,181.167,136.779,104.625,0.659,201.24,186,137,118.572,148.778,1.325,0.755,0.877
4278.569,117.285,46.448,121.109,0.544,128.155,370,136,135.356,50.719,2.525,0.396,0.915
2790.288,70.336,50.51,20.922,0.743,77.093,514,223,24.132,56.365,1.393,0.718,0.94
1418.903,63.268,28.555,144.2,0.644,68.78,770,141,143.318,30.202,2.216,0.451,0.956
61.141,10.347,7.524,44.793,0.766,11.712,885,154,35.218,8.608,1.375,0.727,0.871
357.339,27.243,16.701,145.48,0.744,29.831,953,149,148.109,17.909,1.631,0.613,0.929
531.574,35.007,19.334,177.674,0.599,42.108,1060,165,171.545,20.262,1.811,0.552,0.899
66.526,15.662,5.408,16.948,0.458,17.593,1203,154,7.352,7.297,2.896,0.345,0.776
2183.635,63.599,43.716,132.792,0.74,67.092,1298,144,127.158,44.382,1.455,0.687,0.935
57.656,12.594,5.829,143.907,0.598,14.105,1449,141,151.39,7.515,2.161,0.463,0.852
612.989,31.52,24.761,17.58,0.887,31.69,1558,177,33.408,24.919,1.273,0.786,0.976
289.546,22.849,16.135,19.691,0.79,25.297,1684,166,32.276,16.885,1.416,0.706,0.942
143.823,23.159,7.907,66.157,0.58,22.918,1814,178,65.323,8.607,2.929,0.341,0.867
56.072,13.294,5.37,176.39,0.671,13.379,1933,144,165.379,5.066,2.476,0.404,0.962
17.74,5.8,3.895,129.935,0.616,6.87,2063,141,124.992,4.977,1.489,0.672,0.812
256.283,22.531,14.483,119.553,0.8,22.661,2180,141,104.381,14.661,1.556,0.643,0.942
1121.437,53.235,26.822,78.223,0.636,56.2,2297,141,97.481,28.257,1.985,0.504,0.92
28.511,6.656,5.454,38.068,0.957,7.572,2424,151,41.987,5.628,1.22,0.819,0.938
1393.56,44.322,40.032,51.031,0.799,48.329,2509,153,165.155,42.2,1.107,0.903,0.955
1448.999,47.591,38.766,136.497,0.51,61.946,649,159,151.805,41.119,1.228,0.815,0.806
743.823,41.23,22.97,38.874,0.474,51.416,265,571,41.894,27.173,1.795,0.557,0.883
1240.551,64.953,24.318,8.775,0.466,75.221,112,555,13.412,30.677,2.671,0.374,0.877
498.628,29.613,21.439,96.938,0.791,32.572,370,577,80.049,21.395,1.381,0.724,0.955
301.901,26.952,14.262,144.876,0.686,28.93,456,544,142.907,17.512,1.89,0.529,0.908
200.211,24.129,10.565,51.595,0.611,26.668,559,576,45.855,11.952,2.284,0.438,0.887
139.071,16.235,10.907,119.503,0.868,17.665,2461,548,112.479,11.144,1.488,0.672,0.949
84.583,20.864,5.162,137.504,0.503,20.757,1060,552,139.399,6.178,4.042,0.247,0.841
108.659,20.125,6.874,138.108,0.62,21.187,1458,552,140.389,7.164,2.927,0.342,0.923
100.423,12.966,9.861,81.563,0.822,14.774,1571,577,72.255,10.131,1.315,0.761,0.927
35.481,10.773,4.193,80.449,0.454,13.14,1667,577,80.134,5.347,2.569,0.389,0.73
92.503,12.246,9.618,73.476,0.795,13.555,1763,577,48.366,10.131,1.273,0.785,0.927
121.014,13.32,11.568,74.488,0.864,14.383,2366,576,59.421,11.82,1.151,0.868,0.954
201.162,26.927,9.512,162.55,0.605,27.447,2545,558,164.539,10.308,2.831,0.353,0.908
98.205,12.484,10.016,46.256,0.832,13.555,2060,573,41.634,10.348,1.246,0.802,0.916
71.595,13.047,6.987,52.11,0.721,13.981,2262,575,49.899,8.277,1.868,0.535,0.899
86.167,11.304,9.705,127.556,0.861,12.124,1961,564,158.199,9.929,1.165,0.859,0.913
96.621,12.563,9.792,1.427,0.765,14.239,2158,559,161.565,10.501,1.283,0.779,0.93
43.717,10.452,5.326,77.822,0.806,10.575,1369,577,64.799,5.445,1.963,0.51,0.926
92.186,17.112,6.859,15.611,0.675,17.629,959,575,16.699,7.63,2.495,0.401,0.917
27.561,9.298,3.774,35.173,0.629,10.147,668,577,33.69,4.489,2.463,0.406,0.841
27.561,9.617,3.649,24.409,0.602,10.068,1165,575,26.565,4.379,2.635,0.379,0.813
31.679,9.139,4.414,2.039,0.793,9.162,767,572,169.38,4.503,2.071,0.483,0.909
18.057,5.541,4.15,160.58,0.889,6.088,1268,571,146.31,4.503,1.335,0.749,0.884
19.958,6.065,4.19,161.136,0.825,6.778,1866,569,138.366,4.503,1.447,0.691,0.906
27.244,10.204,3.399,8.657,0.585,10.378,865,574,12.529,3.794,3.002,0.333,0.864
121.014,17.166,8.976,69.568,0.553,19.342,126,696,81.634,10.9,1.912,0.523,0.819
988.069,47.01,26.761,124.867,0.551,50.734,159,662,123.69,32.182,1.757,0.569,0.825
118.48,16.476,9.156,48.915,0.68,18.151,229,690,60.255,10.257,1.8,0.556,0.897
33.263,7.548,5.611,173.86,0.833,8.117,291,664,146.31,5.628,1.345,0.743,0.913
43.717,9.495,5.862,133.369,0.839,10.348,350,662,135,6.712,1.62,0.617,0.908
34.213,9.282,4.693,96.415,0.809,9.618,413,662,110.556,4.503,1.978,0.506,0.943
189.757,18.979,12.73,131.922,0.831,20.488,463,664,127.185,13.134,1.491,0.671,0.946
358.923,32.088,14.242,1.973,0.618,34.13,503,665,166.651,13.954,2.253,0.444,0.912
62.408,10.223,7.772,43.852,0.878,11.172,584,679,49.086,8.274,1.315,0.76,0.934
155.544,17.716,11.179,49.655,0.76,19.987,641,692,57.653,12.338,1.585,0.631,0.929
336.114,38.137,11.222,16.484,0.383,42.843,671,689,9.834,14.266,3.399,0.294,0.73
45.935,13.381,4.371,28.992,0.602,13.844,756,676,26.565,4.887,3.061,0.327,0.876
41.183,11.707,4.479,175.98,0.629,12.032,815,665,169.216,4.503,2.614,0.383,0.897
27.878,6.842,5.188,114.078,0.88,7.655,880,662,107.103,5.628,1.319,0.758,0.884
88.701,12.983,8.699,152.78,0.877,13.613,932,665,150.255,9.272,1.493,0.67,0.93
163.147,18.133,11.456,103.382,0.74,19.578,1000,662,108.435,12.149,1.583,0.632,0.922
69.694,13.364,6.64,104.56,0.702,14.35,1056,662,101.31,7.297,2.013,0.497,0.909
55.122,11.901,5.897,77.851,0.726,12.459,1114,683,71.565,6.552,2.018,0.496,0.877
184.372,16.738,14.025,65.338,0.878,18.02,1165,684,38.66,14.421,1.194,0.838,0.953
59.24,13.264,5.686,67.96,0.706,13.602,1231,684,65.556,6.041,2.333,0.429,0.917
77.614,15.019,6.58,150.38,0.408,16.932,1280,672,158.552,9.277,2.283,0.438,0.704
228.723,24.052,12.108,70.252,0.422,27.602,1334,694,39.207,18.229,1.986,0.503,0.672
51.32,10.843,6.026,32.894,0.769,12.045,1403,675,37.405,6.869,1.799,0.556,0.92
75.396,12.812,7.493,136.003,0.773,13.741,1464,662,124.992,8.117,1.71,0.585,0.886
78.564,22.428,4.46,35.894,0.333,24.88,1512,690,37.648,6.004,5.029,0.199,0.773
34.213,7.886,5.524,35.989,0.812,8.591,1580,670,31.608,5.97,1.428,0.7,0.9
81.732,18.605,5.593,66.063,0.45,21.395,1636,696,63.435,6.941,3.326,0.301,0.822
81.415,11.384,9.106,20.798,0.796,12.835,1694,678,37.875,9.568,1.25,0.8,0.94
62.724,14.342,5.569,93.948,0.646,14.806,1758,662,98.746,5.628,2.576,0.388,0.923
141.922,15.62,11.568,165.115,0.762,17.155,1811,662,138.991,12.805,1.35,0.741,0.912
33.897,8.923,4.837,140.273,0.805,9.585,1874,663,139.764,5.572,1.845,0.542,0.892
24.393,6.286,4.941,105.674,0.877,7.317,1936,662,112.62,5.066,1.272,0.786,0.89
155.544,16.761,11.816,10.354,0.8,18.402,1982,680,23.429,12.383,1.418,0.705,0.933
200.845,18.13,14.105,18.035,0.771,20.176,2039,680,22.989,15.599,1.285,0.778,0.908
58.606,10.126,7.369,168.671,0.835,10.928,2105,673,11.889,7.803,1.374,0.728,0.896
20.591,6.831,3.838,117.026,0.808,7.339,2228,663,122.471,4.45,1.78,0.562,0.878
64.308,10.728,7.632,41.717,0.751,12.497,2283,680,54.162,8.361,1.406,0.711,0.871
41.5,8.823,5.988,33.453,0.931,9.368,2342,673,32.735,6.368,1.473,0.679,0.946
18.057,5.527,4.16,70.526,0.868,6.564,2405,672,59.036,3.94,1.329,0.753,0.927
22.492,6.834,4.191,108.495,0.797,7.403,2464,662,98.746,4.656,1.631,0.613,0.84
12.355,6.329,2.486,104.867,0.594,7.317,2522,662,112.62,2.814,2.546,0.393,0.867
46.251,10.546,5.584,28.69,0.709,11.712,2575,674,35.218,6.143,1.889,0.53,0.869
156.494,16.459,12.106,112.593,0.755,17.887,2177,694,77.276,13.508,1.36,0.736,0.936
31.996,10.822,3.764,9.655,0.621,11.48,112,805,11.31,3.94,2.875,0.348,0.906
98.205,13.422,9.316,36.741,0.791,14.677,179,816,32.471,10.694,1.441,0.694,0.923
152.693,21.639,8.984,23.914,0.617,23.518,238,819,21.038,9.835,2.409,0.415,0.893
35.481,9.474,4.769,153.235,0.71,10.147,317,803,160.56,5.034,1.987,0.503,0.872
916.474,47.045,24.804,101.392,0.657,48.954,376,800,98.596,28.002,1.897,0.527,0.959
2358.503,76.099,39.461,144.573,0.523,85.967,448,809,161.684,46.119,1.928,0.519,0.837
83.949,14.845,7.2,71.131,0.66,16.206,593,827,69.677,7.829,2.062,0.485,0.883
377.297,23.65,20.313,168.493,0.854,24.924,643,820,173.517,20.798,1.164,0.859,0.947
214.467,24.241,11.265,85.474,0.66,24.437,732,800,97.943,11.692,2.152,0.465,0.888
132.102,15.909,10.572,133.204,0.76,18.377,788,801,139.97,11.633,1.505,0.665,0.927
45.301,9.861,5.849,174.506,0.839,10.378,859,807,12.529,6.191,1.686,0.593,0.908
1459.136,55.932,33.216,32.662,0.757,56.872,895,863,38.571,33.562,1.684,0.594,0.952
92.82,14.031,8.423,168.423,0.73,15.679,991,801,158.962,9.534,1.666,0.6,0.889
257.867,27.289,12.032,30.892,0.652,28.594,1051,831,36.193,13.658,2.268,0.441,0.879
231.257,27.777,10.6,23.558,0.617,27.808,1120,829,35.942,10.87,2.62,0.382,0.921
61.774,11.034,7.128,119.912,0.682,12.648,1203,802,122.276,8.054,1.548,0.646,0.894
58.289,10.663,6.96,25.125,0.885,10.87,1266,811,21.251,7.525,1.532,0.653,0.936
51.954,14.624,4.523,54.84,0.418,16.361,1333,822,49.185,6.529,3.233,0.309,0.682
931.363,40.026,29.627,172.062,0.725,44.336,1378,816,151.157,31.475,1.351,0.74,0.943
50.686,10.881,5.931,16.069,0.803,11.603,1469,808,22.834,6.191,1.835,0.545,0.933
333.263,29.134,14.565,19.942,0.59,32.161,1522,831,32.856,15.811,2,0.5,0.89
57.656,11.575,6.342,46.515,0.76,12.395,1606,814,39.472,7.384,1.825,0.548,0.875
293.665,23.1,16.187,44.432,0.689,26.315,1667,835,48.468,19.427,1.427,0.701,0.906
30.095,8.542,4.486,127.049,0.758,9.076,1746,800,119.745,5.098,1.904,0.525,0.852
68.427,11.486,7.585,160.752,0.839,12.357,1808,801,149.931,7.88,1.514,0.66,0.929
40.232,8.617,5.944,83.568,0.81,9.568,1881,815,61.928,6.03,1.45,0.69,0.898
20.275,7.881,3.276,179.019,0.751,7.655,1947,805,17.103,3.377,2.406,0.416,0.901
24.71,7.581,4.15,111.246,0.775,8.117,2017,800,123.69,4.719,1.827,0.547,0.902
23.442,5.603,5.327,40.342,0.855,6.564,2084,810,30.964,5.628,1.052,0.951,0.908
75.396,15.201,6.315,123.101,0.659,16.438,2148,800,128.047,7.181,2.407,0.415,0.881
365.576,31.315,14.864,157.527,0.744,31.564,2201,801,148.861,14.892,2.107,0.475,0.962
228.406,20.597,14.119,141.996,0.711,23.673,2274,804,151.607,16.318,1.459,0.685,0.895
212.883,21.056,12.873,168.007,0.718,22.918,2342,804,155.323,14.071,1.636,0.611,0.904
159.979,32.926,6.186,179.887,0.343,33.681,2399,805,170.38,8.207,5.322,0.188,0.794
73.495,11.599,8.068,156.04,0.798,12.586,2485,803,169.695,8.81,1.438,0.696,0.912
542.662,30.936,22.335,161.683,0.804,32.121,2536,825,11.113,22.788,1.385,0.722,0.937
185.639,17.713,13.344,86.646,0.775,19.603,115,1019,50.826,14.071,1.327,0.753,0.92
37.064,7.652,6.167,127.937,0.944,8.31,217,991,118.301,6.712,1.241,0.806,0.921
46.568,9.138,6.488,127.329,0.707,10.469,306,997,143.746,7.781,1.408,0.71,0.88
32.946,8.352,5.023,175.372,0.85,8.61,401,992,168.69,5.066,1.663,0.601,0.916
39.599,8.829,5.71,35.068,0.855,9.231,497,1003,37.569,6.368,1.546,0.647,0.906
40.232,10.407,4.922,162.275,0.737,11.058,588,993,165.256,5.789,2.114,0.473,0.867
33.897,7.044,6.127,51.528,0.929,7.655,690,1003,53.973,6.544,1.15,0.87,0.915
37.381,10.377,4.587,139.03,0.645,11.873,778,992,148.57,5.174,2.262,0.442,0.858
33.58,9.318,4.588,41.2,0.775,9.585,875,1003,40.236,5.274,2.031,0.492,0.883
29.778,6.574,5.768,102.439,0.922,7.317,974,991,112.62,5.628,1.14,0.877,0.913
88.068,13.51,8.3,100.262,0.726,14.612,1066,1016,74.358,8.68,1.628,0.614,0.884
58.606,15.213,4.905,26.83,0.518,16.41,1153,1008,30.964,5.543,3.102,0.322,0.828
12.988,4.515,3.662,170.485,0.826,5.34,1255,997,18.435,3.94,1.233,0.811,0.863
115.312,15.366,9.555,64.925,0.764,17.118,1346,1018,62.592,10.679,1.608,0.622,0.938
500.529,40.099,15.893,75.068,0.565,42.318,1543,1064,76.149,17.696,2.523,0.396,0.888
69.377,12.831,6.885,171.53,0.772,13.379,1627,992,165.379,7.317,1.864,0.537,0.918
125.132,16.096,9.899,81.632,0.77,16.235,1724,1016,56.31,9.866,1.626,0.615,0.926
249.631,20.021,15.876,152.486,0.835,22.415,1810,992,151.504,16.689,1.261,0.793,0.955
237.276,28.947,10.436,169.856,0.364,33.681,1893,1007,170.38,16.475,2.774,0.361,0.674
211.616,18.669,14.432,64.585,0.771,20.711,2003,1025,42.797,15.61,1.294,0.773,0.946
69.694,10.565,8.399,8.078,0.855,11.058,2102,1000,165.256,8.443,1.258,0.795,0.944
311.088,32.244,12.284,25.543,0.588,36.009,2177,1022,24.963,14.851,2.625,0.381,0.934
22.492,5.843,4.901,66.192,0.821,6.564,2296,1002,59.036,5.066,1.192,0.839,0.893
231.257,28.142,10.463,157.765,0.512,30.466,2370,992,154.855,13.787,2.69,0.372,0.833
62.724,17.482,4.568,101.85,0.495,16.791,2487,991,103.57,5.324,3.827,0.261,0.816
17.423,8.904,2.492,172.361,0.593,8.738,2577,992,165.069,2.814,3.574,0.28,0.873
28.828,6.416,5.721,90.669,0.892,7.317,1448,992,112.62,5.628,1.122,0.892,0.91
2.926,2.193,1.699,70.145,0.902,2.227,8,30,71.565,1.759,1.291,0.775,0.955
2.033,2.033,1.274,106.993,0.833,2.119,87,0,105.422,1.403,1.596,0.627,0.927
1.394,1.741,1.019,77.799,0.778,1.761,166,24,73.74,1.056,1.709,0.585,0.917
3.228,2.77,1.484,145.227,0.731,2.969,228,8,157.694,1.504,1.867,0.536,0.935
3.005,2.284,1.676,150.239,0.754,2.606,309,5,161.075,1.743,1.363,0.734,0.947
1.736,2.392,0.924,179.223,0.692,2.35,389,10,8.616,0.915,2.588,0.386,0.94
1.542,1.519,1.293,149.007,0.949,1.564,478,0,125.838,1.338,1.175,0.851,0.95
1.235,1.467,1.072,154.61,0.76,1.564,553,1,144.162,1.158,1.368,0.731,0.899
1.185,1.379,1.094,26.704,0.895,1.426,631,12,20.225,1.152,1.261,0.793,0.928
2.668,2.038,1.667,64.287,0.836,2.285,707,27,56.31,1.725,1.223,0.818,0.954
3.303,2.64,1.593,11.562,0.753,2.779,857,14,8.746,1.738,1.657,0.604,0.944
2.589,2.386,1.382,34.247,0.764,2.597,940,27,40.601,1.504,1.727,0.579,0.935
2.524,2.384,1.348,22.521,0.824,2.407,1017,17,20.556,1.417,1.769,0.565,0.949
1.056,1.402,0.959,75.263,0.889,1.452,1187,19,67.166,0.986,1.462,0.684,0.947
1.989,2.52,1.005,151.537,0.676,2.501,1254,1,147.653,1.134,2.509,0.399,0.891
2.658,2.468,1.371,24.113,0.697,2.657,1332,24,32.005,1.512,1.8,0.555,0.928
5.723,2.845,2.561,114.621,0.903,2.969,1499,0,112.306,2.639,1.111,0.9,0.965
3.392,3.113,1.387,179.013,0.633,3.219,1560,6,169.919,1.479,2.244,0.446,0.908
3.228,2.154,1.909,40.557,0.828,2.307,1648,27,31.264,1.917,1.128,0.886,0.932
2.197,1.937,1.444,9.706,0.905,2.004,1726,14,18.435,1.479,1.342,0.745,0.953
3.149,2.651,1.513,147.622,0.736,2.746,1800,7,157.38,1.563,1.752,0.571,0.934
6.204,2.973,2.657,0.442,0.859,3.212,1880,28,37.875,2.606,1.119,0.894,0.972
4.592,3.003,1.947,160.924,0.846,3.096,1954,11,162.801,2.016,1.543,0.648,0.958
1.899,1.638,1.476,27.957,0.869,1.761,2045,21,53.13,1.479,1.11,0.901,0.94
4.617,3.152,1.865,165.198,0.819,3.331,2109,8,166.551,1.981,1.69,0.592,0.957
7.3,4.117,2.258,60.321,0.795,4.228,2198,54,60.018,2.324,1.824,0.548,0.965
13.008,5.463,3.032,0.847,0.814,5.312,2252,16,173.911,2.958,1.802,0.555,0.974
1.84,2.025,1.157,131.849,0.823,2.094,2358,1,132.274,1.225,1.75,0.571,0.938
4.736,5.253,1.148,169.468,0.461,4.936,2412,5,165.964,1.352,4.576,0.219,0.868
2.44,2.844,1.092,47.172,0.62,3.057,781,30,38.454,1.183,2.603,0.384,0.909
2.435,2.543,1.219,69.843,0.668,2.617,1101,38,66.194,1.289,2.086,0.479,0.913
409.129,32.176,16.19,96.119,0.655,35.341,93,173,97.097,17.82,1.987,0.503,0.951
198.351,18.39,13.733,11.639,0.702,21.731,422,362,9.89,14.943,1.339,0.747,0.948
101.834,23.901,5.425,138.43,0.369,25.652,901,245,140.235,6.772,4.406,0.227,0.824
35.89,11.194,4.082,63.789,0.579,11.403,1391,387,67.87,4.252,2.742,0.365,0.941
4.329,2.962,1.861,48.378,0.846,3.014,4,814,52.595,1.942,1.591,0.628,0.958
2.599,3.345,0.989,159.154,0.5,3.625,96,781,155.925,1.047,3.381,0.296,0.921
4.3,3.329,1.645,14.029,0.742,3.413,199,804,21.801,1.673,2.024,0.494,0.955
3.119,2.341,1.697,132.381,0.839,2.464,315,779,120.964,1.743,1.38,0.725,0.936
3.69,2.522,1.863,102.205,0.875,2.629,426,779,97.696,1.901,1.353,0.739,0.959
6.819,3.844,2.258,122.283,0.822,4.004,511,781,124.249,2.355,1.702,0.587,0.967
1.468,1.712,1.092,35.406,0.794,1.804,622,799,51.34,1.102,1.568,0.638,0.925
3.09,3.094,1.272,151.043,0.694,3.106,715,781,147.031,1.323,2.433,0.411,0.94
3.938,3.008,1.667,3.574,0.716,2.942,815,786,168.959,1.729,1.805,0.554,0.943
1.964,2.144,1.166,114.548,0.734,2.294,933,779,107.879,1.25,1.838,0.544,0.923
1.21,1.299,1.186,2.646,0.885,1.408,1033,793,36.87,1.197,1.096,0.912,0.937
3.179,2.689,1.505,33.816,0.789,2.657,1127,803,32.005,1.563,1.786,0.56,0.923
5.981,3.26,2.336,25.821,0.796,3.555,1223,812,33.69,2.593,1.396,0.716,0.957
4.647,3.047,1.942,150.417,0.819,3.057,1329,784,141.546,1.932,1.57,0.637,0.952
2.866,2.194,1.664,159.58,0.697,2.465,1438,780,143.13,1.942,1.319,0.758,0.907
3.164,2.585,1.558,125.943,0.695,2.718,1540,780,126.573,1.641,1.659,0.603,0.927
2.842,2.039,1.775,6.151,0.871,2.21,1639,787,157.521,1.818,1.149,0.871,0.949
6.963,3.383,2.62,148.084,0.862,3.381,1744,782,125.676,2.582,1.291,0.775,0.963
4.22,3.473,1.547,41.151,0.682,3.498,1840,812,40.101,1.593,2.244,0.446,0.944
9.294,8.464,1.398,37.369,0.354,8.125,2015,847,33.69,1.606,6.055,0.165,0.86
2.767,2.172,1.622,35.404,0.824,2.316,2150,794,19.537,1.758,1.339,0.747,0.943
6.204,2.969,2.661,46.579,0.878,3.128,2257,818,58.815,2.689,1.116,0.896,0.963
1.101,1.513,0.926,94.027,0.798,1.633,2367,779,97.431,0.915,1.633,0.612,0.917
0.759,1.09,0.886,9.185,0.897,1.166,2465,788,25.017,0.915,1.23,0.813,0.924
2.792,2.496,1.424,37.432,0.643,2.817,1945,810,36.87,1.68,1.752,0.571,0.926
63.876,14.768,5.507,14.6,0.596,15.144,0,18,19.654,5.961,2.682,0.373,0.902
275.221,25.783,13.591,13.64,0.611,29.17,74,49,12.095,15.563,1.897,0.527,0.903
208.232,23.775,11.151,24.882,0.599,25.019,174,39,7.8,13.271,2.132,0.469,0.841
1501.668,69.736,27.417,19.962,0.599,69.198,241,97,23.42,30.018,2.543,0.393,0.903
412.774,32.582,16.13,96.994,0.686,34.915,486,0,97.263,17.355,2.02,0.495,0.954
104.001,24.165,5.48,136.811,0.45,24.03,564,2,137.291,6.231,4.41,0.227,0.849
32.284,10.489,3.919,67.222,0.564,10.85,681,30,69.864,4.478,2.676,0.374,0.87
187.363,18.473,12.914,12.135,0.689,21.502,748,37,15.573,14.852,1.431,0.699,0.938
25.251,8.589,3.743,51.942,0.739,8.913,865,21,49.635,4.082,2.294,0.436,0.916
788.191,43.824,22.9,81.908,0.319,52.17,947,0,95.228,24.576,1.914,0.523,0.732
952.609,47.667,25.445,79.841,0.714,49.209,1055,140,73.566,27.504,1.873,0.534,0.948
77.366,12.112,8.133,4.033,0.747,13.454,1138,7,169.824,8.688,1.489,0.671,0.933
60.648,12.032,6.418,126.64,0.744,12.266,1239,2,138.366,6.879,1.875,0.533,0.924
254.237,38.756,8.352,133.675,0.379,39.279,1310,1,124.789,10.902,4.64,0.216,0.746
40.47,12.05,4.276,16.212,0.614,12.309,1425,15,24.444,4.462,2.818,0.355,0.922
327.337,31.282,13.323,45.942,0.641,31.049,1506,70,48.991,14.646,2.348,0.426,0.886
70.448,12.021,7.462,125.792,0.786,12.243,1619,1,123.69,8.343,1.611,0.621,0.893
88.32,19.638,5.726,139.377,0.497,20.251,1701,2,145.244,6.638,3.43,0.292,0.833
65.029,15.273,5.421,161.958,0.549,15.785,1798,5,161.175,5.668,2.817,0.355,0.888
74.599,20.771,4.573,141.383,0.402,21.381,1892,1,136.931,5.409,4.542,0.22,0.828
37.703,9.876,4.861,17.152,0.742,10.13,1995,9,13.57,5.224,2.032,0.492,0.926
11.184,4.204,3.387,170.563,0.951,4.427,2099,2,147.529,3.396,1.241,0.806,0.928
25.366,8.209,3.934,16.588,0.732,8.352,2188,12,26.565,4.262,2.086,0.479,0.924
46.005,8.707,6.727,74.53,0.758,9.652,2283,22,39.289,7.47,1.294,0.773,0.915
1392.709,63.544,27.906,152.44,0.632,67.165,2313,7,147.595,28.852,2.277,0.439,0.954
255.39,18.343,17.728,141.509,0.81,19.999,1772,332,40.179,18.299,1.035,0.966,0.967
77.943,17.494,5.673,113.744,0.574,17.529,162,305,121.535,5.848,3.084,0.324,0.924
93.624,16.943,7.036,105.406,0.673,16.471,423,304,104.323,6.9,2.408,0.415,0.944
332.41,30.734,13.771,173.55,0.591,33.188,958,319,172.948,16.686,2.232,0.448,0.894
22.829,8.056,3.608,176.84,0.732,8.213,1161,313,7.125,3.735,2.233,0.448,0.921
66.413,17.592,4.807,161.142,0.496,17.631,1231,310,164.358,5.53,3.66,0.273,0.867
2480.911,69.901,45.189,106.983,0.552,90.31,1689,304,102.155,46.615,1.547,0.646,0.906
56.728,10.356,6.974,90.069,0.729,11.943,1996,304,104.826,7.47,1.485,0.673,0.905
1001.15,44.806,28.45,120.096,0.436,58.061,2368,315,121.366,34.222,1.575,0.635,0.722
64.799,17.469,4.723,90.888,0.405,18.2,3,305,104.036,6.076,3.699,0.27,0.718
210.423,20.139,13.303,126.271,0.773,22.872,70,305,130.786,13.959,1.514,0.661,0.96
13.26,5.82,2.901,116.823,0.745,6.407,253,305,122.005,3.377,2.006,0.498,0.898
71.486,12.946,7.03,150.479,0.744,13.789,327,307,142.001,7.676,1.841,0.543,0.945
96.391,12.099,10.143,179.163,0.835,12.997,492,312,146.725,10.187,1.193,0.838,0.954
237.749,23.541,12.859,129.714,0.687,25.809,571,306,122.645,14.92,1.831,0.546,0.904
80.364,18.847,5.429,111.715,0.543,18.238,662,305,114.179,5.639,3.472,0.288,0.914
173.181,19.573,11.265,24.926,0.791,20.557,729,340,22.329,11.999,1.737,0.576,0.962
