Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
205.939,18.008,14.561,112.359,0.826,20.383,127,2634,110.695,15.254,1.237,0.809,0.958
113.114,17.031,8.457,91.039,0.727,17.842,427,2637,94.086,8.898,2.014,0.497,0.943
83.309,17.494,6.064,116.735,0.618,17.45,181,2643,119.055,6.253,2.885,0.347,0.918
101.803,16.843,7.696,116.451,0.73,16.917,534,2642,112.068,8.338,2.189,0.457,0.933
105.034,14.111,9.477,115.901,0.74,15.95,2233,2643,106.991,10.422,1.489,0.672,0.931
159.796,19.328,10.527,44.469,0.766,21.008,1222,2677,41.73,11.086,1.836,0.545,0.958
73.973,12.68,7.428,100.02,0.743,13.88,1008,2647,102.339,8.475,1.707,0.586,0.928
130.53,18.847,8.818,30.691,0.686,19.661,1048,2677,37.117,9.096,2.137,0.468,0.936
98.571,13.118,9.567,75.313,0.894,13.46,1701,2679,61.821,9.746,1.371,0.729,0.96
101.803,12.571,10.311,48.41,0.903,12.936,2453,2671,31.608,10.187,1.219,0.82,0.947
75.589,10.331,9.316,75.233,0.868,11.306,2575,2653,102.995,9.746,1.109,0.902,0.932
59.25,10.28,7.339,92.605,0.856,10.894,1468,2654,103.496,7.627,1.401,0.714,0.942
109.523,13.845,10.072,167.026,0.875,14.463,2276,2660,148.173,9.746,1.375,0.728,0.961
41.655,8.349,6.353,83.889,0.67,9.783,1991,2679,72.35,7.192,1.314,0.761,0.864
67.509,9.643,8.914,30.229,0.901,10.187,2513,2664,163.072,9.167,1.082,0.924,0.94
50.273,10.696,5.985,144.488,0.789,11.449,589,2661,141.009,6.443,1.787,0.56,0.926
21.186,8.538,3.159,86.605,0.714,8.325,2055,2679,75.256,2.966,2.703,0.37,0.955
27.291,8.311,4.181,96.291,0.789,8.443,2113,2660,107.526,4.237,1.988,0.503,0.933
53.505,10.887,6.257,25.909,0.825,11.409,1345,2677,31.329,6.7,1.74,0.575,0.94
103.598,20.967,6.291,176.449,0.57,20.554,808,2666,171.703,6.565,3.333,0.3,0.937
30.523,6.562,5.923,141.912,0.939,7.052,884,2665,122.735,6.253,1.108,0.903,0.934
26.573,5.964,5.673,98.714,0.868,6.832,1821,2679,60.255,5.932,1.051,0.951,0.897
16.159,6.025,3.415,59.617,0.633,7.052,2168,2679,57.265,4.062,1.764,0.567,0.841
21.725,10.18,2.717,163.662,0.466,10.593,1287,2672,163.74,3.23,3.746,0.267,0.815
24.957,8.865,3.584,175.257,0.698,9.058,355,2673,169.216,3.814,2.473,0.404,0.9
15.621,5.027,3.956,3.944,0.957,5.36,1526,2676,18.435,3.814,1.271,0.787,0.921
13.466,4.805,3.568,32.439,0.837,5.763,1585,2678,36.027,3.814,1.347,0.743,0.904
18.134,6.42,3.596,173.106,0.825,6.578,1875,2673,165.069,3.814,1.785,0.56,0.902
11.85,5.409,2.789,30.958,0.752,6.022,2343,2679,39.289,3.221,1.939,0.516,0.886
20.648,8.532,3.081,2.678,0.672,8.642,1639,2677,11.31,2.966,2.769,0.361,0.924
11.132,6.178,2.294,5.969,0.668,6.17,1759,2679,15.945,2.48,2.693,0.371,0.873
253.873,30.23,10.693,73.806,0.476,30.075,384,900,73.224,13.082,2.827,0.354,0.821
80.357,13.01,7.864,177.653,0.615,15.366,699,413,8.876,9.204,1.654,0.604,0.913
72.438,16.689,5.526,62.215,0.449,18.264,1088,713,52.914,6.732,3.02,0.331,0.834
9.924,5.652,2.235,75.165,0.587,6.241,2189,507,70.677,2.458,2.529,0.395,0.925
27.903,7.672,4.631,112.714,0.716,7.854,1510,362,112.319,4.617,1.657,0.604,0.95
11.386,5.372,2.699,7.264,0.437,5.409,1770,378,167.339,3.965,1.99,0.502,0.721
12.949,5.465,3.017,172.033,0.549,6.407,1967,363,156.801,3.464,1.811,0.552,0.897
10.791,5.297,2.594,167.674,0.355,7.404,2304,421,172.581,3.036,2.043,0.49,0.753
2.445,2.473,1.259,179.94,0.764,2.5,136,1047,6.147,1.3,1.964,0.509,0.963
3.385,3.947,1.092,105.995,0.523,3.846,282,1025,107.354,1.177,3.613,0.277,0.906
2.208,2.394,1.174,140.13,0.754,2.354,403,1027,133.025,1.158,2.038,0.491,0.958
1.578,1.923,1.045,81.113,0.753,2.022,547,1076,74.65,1.109,1.841,0.543,0.956
0.872,1.462,0.759,88.758,0.777,1.428,676,1062,82.304,0.727,1.927,0.519,0.957
2.183,2.087,1.332,174.75,0.734,2.202,782,1029,159.677,1.3,1.566,0.638,0.95
2.948,2.267,1.656,102.721,0.846,2.338,936,1025,105.173,1.687,1.369,0.73,0.972
5.235,2.889,2.307,30.603,0.875,2.998,1030,1072,29.836,2.376,1.252,0.799,0.978
2.343,2.066,1.443,4.286,0.862,2.033,1167,1051,16.39,1.377,1.432,0.699,0.972
3.112,2.436,1.627,83.578,0.869,2.468,1315,1088,77.471,1.606,1.497,0.668,0.976
1.606,1.677,1.219,96.27,0.886,1.707,1444,1025,105.593,1.224,1.376,0.727,0.965
3.823,2.651,1.836,53.088,0.864,2.723,1555,1084,51.843,1.888,1.444,0.692,0.974
4.975,3.115,2.033,146.55,0.843,3.189,1667,1041,157.433,2.079,1.532,0.653,0.975
1.225,1.377,1.133,68.029,0.764,1.464,1826,1025,109.855,1.16,1.216,0.822,0.926
2.084,2.236,1.186,149.196,0.742,2.272,1940,1030,143.902,1.266,1.885,0.531,0.955
3.858,3.053,1.609,98.67,0.785,3,2335,1025,101.023,1.612,1.897,0.527,0.974
1.753,2.195,1.017,110.869,0.725,2.245,2463,1026,113.07,1.077,2.158,0.463,0.964
2.17,2.584,1.069,90.631,0.685,2.61,2601,1093,84.958,1.071,2.416,0.414,0.967
1.826,1.902,1.223,28.084,0.782,1.969,2066,1059,24.075,1.27,1.556,0.643,0.947
0.001,0.043,0.043,0,1,0.054,2212,1026,135,0.038,1,1,1
1.587,2.052,0.985,85.526,0.652,2.088,2211,1028,98.427,0.984,2.084,0.48,0.946
31.196,11.405,3.483,1.231,0.514,11.863,0,18,5.711,3.879,3.275,0.305,0.944
12.797,4.869,3.346,34.254,0.844,5.239,85,22,33.179,3.648,1.455,0.687,0.938
7.65,4.072,2.392,166.692,0.833,4.148,149,2,153.435,2.459,1.702,0.587,0.934
9.754,5.681,2.186,3.982,0.689,5.628,206,10,8.616,2.192,2.599,0.385,0.949
10.266,4.212,3.104,0.309,0.906,4.336,272,7,166.504,3.035,1.357,0.737,0.946
9.043,3.75,3.071,50.881,0.89,4.008,342,23,67.751,3.134,1.221,0.819,0.938
10.152,7.176,1.801,176.009,0.47,7.322,388,4,172.057,2.024,3.983,0.251,0.92
18.029,6.518,3.522,139.054,0.784,6.745,456,5,143.13,3.697,1.85,0.54,0.944
5.659,3.287,2.192,144.926,0.895,3.509,526,3,144.782,2.385,1.5,0.667,0.95
22.551,6.193,4.636,46.824,0.831,6.848,587,33,52.001,4.902,1.336,0.749,0.956
11.29,4.972,2.891,38.059,0.794,5.333,646,24,34.695,3.134,1.72,0.582,0.944
5.289,2.738,2.46,63.077,0.924,2.901,715,15,54.462,2.53,1.113,0.898,0.93
9.555,5.082,2.394,90.609,0.765,4.994,782,30,78.311,2.361,2.123,0.471,0.946
17.574,6.14,3.644,26.46,0.815,6.399,828,20,18.435,3.794,1.685,0.594,0.934
24.797,9.047,3.49,78.701,0.584,9.066,900,54,80.362,3.998,2.592,0.386,0.862
8.702,4.693,2.361,10.655,0.768,4.867,957,13,14.036,2.53,1.988,0.503,0.93
9.669,4.506,2.732,170.265,0.859,4.587,1020,6,162.897,2.698,1.65,0.606,0.951
6.654,3.755,2.257,130.883,0.876,3.98,1089,1,126.384,2.385,1.664,0.601,0.944
26.561,6.248,5.413,136.626,0.905,6.596,1149,1,122.471,5.366,1.154,0.866,0.961
3.128,2.555,1.559,121.425,0.837,2.766,1216,2,127.569,1.72,1.639,0.61,0.913
17.631,4.908,4.574,10.751,0.768,5.931,1266,23,14.826,4.505,1.073,0.932,0.915
14.162,5.002,3.605,129.407,0.873,5.252,1334,2,137.603,3.771,1.388,0.721,0.949
8.162,4.013,2.589,153.165,0.752,4.384,1458,2,157.38,2.866,1.55,0.645,0.907
10.55,3.857,3.482,135.655,0.832,4.426,1522,5,139.635,3.541,1.108,0.903,0.946
9.043,3.931,2.929,78.649,0.875,4.172,1593,25,75.964,3.035,1.342,0.745,0.937
11.29,4.899,2.934,137.493,0.836,5.129,1647,1,133.668,3.1,1.67,0.599,0.943
15.811,5.666,3.553,159.866,0.861,5.763,1703,7,159.444,3.68,1.594,0.627,0.955
6.199,3.17,2.49,24.994,0.675,3.557,1773,18,31.43,2.941,1.273,0.786,0.848
18.57,7.409,3.191,167.836,0.713,7.366,1823,6,164.055,3.382,2.322,0.431,0.95
8.929,3.426,3.318,96.882,0.826,3.882,1897,8,145.62,3.204,1.033,0.968,0.935
27.812,8.583,4.126,1.362,0.655,8.48,1945,16,17.354,4.216,2.081,0.481,0.904
7.792,3.25,3.053,70.893,0.878,3.744,2026,19,54.162,3.035,1.064,0.94,0.955
22.124,5.637,4.997,118.717,0.929,5.9,2083,2,120.964,5.127,1.128,0.887,0.962
7.934,4.439,2.276,157.639,0.795,4.698,2143,6,158.962,2.413,1.95,0.513,0.939
11.802,5.686,2.643,157.594,0.757,5.883,2203,3,152.7,2.826,2.151,0.465,0.947
7.877,4.031,2.488,162.298,0.653,4.664,2267,4,167.471,2.698,1.62,0.617,0.858
57.899,9.494,7.765,76.537,0.82,10.062,2329,59,76.43,7.926,1.223,0.818,0.956
17.148,7.443,2.933,136.72,0.599,7.99,2390,1,134.145,3.402,2.537,0.394,0.888
7.707,4.819,2.036,140.11,0.651,5.098,2455,1,145.784,2.385,2.367,0.423,0.866
4.777,2.594,2.345,9.844,0.884,2.882,1399,8,20.556,2.361,1.106,0.904,0.941
172.53,21.771,10.09,161.249,0.656,21.952,1454,115,158.362,10.024,2.158,0.463,0.937
10.92,6.229,2.232,15.492,0.523,6.671,0,133,16.144,2.794,2.79,0.358,0.81
5.375,4.233,1.617,167.218,0.666,4.426,182,119,162.255,1.813,2.618,0.382,0.906
12.114,5.593,2.758,128.834,0.753,5.854,269,121,138.504,2.9,2.028,0.493,0.937
10.437,4.112,3.232,123.604,0.885,4.352,364,118,125.538,3.394,1.272,0.786,0.943
69.899,13.299,6.692,49.849,0.604,15.156,436,192,55.426,7.365,1.987,0.503,0.943
15.697,7.209,2.772,126.202,0.661,7.489,531,118,125.838,2.998,2.6,0.385,0.93
7.451,3.996,2.374,40.129,0.829,4.082,622,133,38.29,2.479,1.683,0.594,0.921
27.442,7.008,4.986,93.852,0.809,7.485,807,117,104.349,5.325,1.405,0.712,0.951
3.953,3.208,1.569,170.41,0.675,3.476,885,121,165.964,1.686,2.045,0.489,0.891
7.593,5.439,1.777,131.242,0.617,5.49,1058,118,137.49,1.922,3.061,0.327,0.901
17.262,6.114,3.595,79.957,0.717,6.682,1159,156,79.824,3.638,1.701,0.588,0.934
42.087,10.684,5.016,158.961,0.554,12.221,1214,120,152.021,5.632,2.13,0.469,0.868
26.532,8.611,3.923,168.04,0.729,8.633,1307,125,167.593,4.008,2.195,0.456,0.952
56.903,9.345,7.753,129.515,0.656,11.424,1392,119,121.109,8.583,1.205,0.83,0.926
5.801,3.501,2.11,92.986,0.851,3.683,1590,117,105.945,2.024,1.66,0.603,0.951
20.788,7.737,3.421,25.876,0.658,7.895,1660,143,19.983,3.948,2.262,0.442,0.897
12.057,5.699,2.694,133.843,0.782,5.729,1759,118,132.614,2.743,2.115,0.473,0.941
17.375,5.828,3.796,110.486,0.57,7.218,1845,118,127.405,4.432,1.535,0.651,0.81
5.033,2.8,2.288,84.768,0.922,2.911,1945,117,100.008,2.361,1.224,0.817,0.919
10.038,5.15,2.482,81.078,0.666,5.438,2035,149,82.875,2.787,2.075,0.482,0.92
7.564,3.396,2.836,112.681,0.811,3.605,2116,138,79.216,2.986,1.198,0.835,0.916
13.451,6.601,2.594,73.922,0.621,6.932,2201,156,71.565,2.904,2.544,0.393,0.929
16.067,5.531,3.699,176.884,0.868,5.524,2279,127,167.661,3.71,1.495,0.669,0.954
4.351,3.742,1.481,161.884,0.652,3.922,2373,118,154.537,1.636,2.527,0.396,0.903
11.347,4.576,3.157,116.597,0.872,4.773,2461,119,122.005,3.318,1.45,0.69,0.945
9.384,4.312,2.771,77.399,0.839,4.606,102,143,66.251,2.698,1.556,0.643,0.957
12.74,5.157,3.145,171.748,0.796,5.359,967,127,167.276,3.22,1.64,0.61,0.937
3.043,2.893,1.339,120.337,0.712,3.182,714,119,122.005,1.508,2.161,0.463,0.899
89.578,15.778,7.229,10.663,0.721,15.691,247,268,20.772,7.331,2.183,0.458,0.965
16.778,5.881,3.632,15.999,0.827,6.045,1,258,22.989,3.799,1.619,0.618,0.945
14.02,7.014,2.545,6.34,0.639,7.079,60,253,12.381,2.651,2.756,0.363,0.931
70.44,13.441,6.673,140.187,0.75,13.71,173,254,148.069,6.678,2.014,0.496,0.969
44.306,10.138,5.564,68.305,0.718,10.585,342,299,67.521,6.005,1.822,0.549,0.946
4.948,4.543,1.387,36.597,0.572,4.689,384,258,37.694,1.551,3.276,0.305,0.883
8.702,4.746,2.335,77.681,0.683,4.963,518,270,80.218,2.637,2.033,0.492,0.882
9.242,5.269,2.233,65.397,0.721,5.293,577,270,67.521,2.329,2.36,0.424,0.927
33.812,8.658,4.972,136.966,0.703,9.439,626,244,131.379,5.43,1.741,0.574,0.926
7.792,3.732,2.658,93.869,0.89,3.911,709,264,82.569,2.698,1.404,0.712,0.934
11.944,6.361,2.391,92.901,0.682,6.296,772,241,97.696,2.361,2.661,0.376,0.944
14.617,5.378,3.46,172.769,0.752,5.462,820,248,171.119,3.704,1.554,0.643,0.919
10.664,4.142,3.278,88.196,0.802,4.581,893,241,96.34,3.506,1.264,0.791,0.924
22.494,8.757,3.271,13.459,0.588,9.039,936,260,14.036,3.672,2.677,0.373,0.909
13.877,7.055,2.504,23.35,0.606,7.164,1006,265,26.565,2.715,2.817,0.355,0.911
62.449,16.252,4.892,9.808,0.511,16.937,1039,272,12.653,5.639,3.322,0.301,0.889
13.053,5.677,2.927,90.201,0.798,5.773,1402,275,83.29,2.867,1.939,0.516,0.959
40.324,8.595,5.974,138.969,0.805,8.911,1442,257,150.524,6.217,1.439,0.695,0.958
18.712,5.144,4.631,179.648,0.876,5.547,1513,257,19.537,4.89,1.111,0.9,0.95
7.166,3.379,2.701,167.831,0.899,3.521,1582,247,163.301,2.826,1.251,0.799,0.928
22.722,6.901,4.192,158.489,0.794,6.996,1635,245,164.624,4.373,1.646,0.608,0.946
6.996,4.323,2.061,5.31,0.762,4.378,1705,251,15.642,2.192,2.098,0.477,0.921
9.128,4.206,2.763,102.44,0.853,4.269,1781,241,99.09,2.826,1.522,0.657,0.94
9.072,6.424,1.798,84.218,0.546,6.516,1840,279,79.563,1.855,3.573,0.28,0.935
8.702,4.246,2.609,14.519,0.856,4.426,1957,255,17.745,2.74,1.627,0.615,0.934
33.016,12.57,3.344,165.055,0.39,14.25,2056,244,159.206,4.11,3.758,0.266,0.837
8.929,5.092,2.233,16.406,0.686,5.159,2143,250,11.31,2.393,2.281,0.438,0.91
12.086,4.291,3.586,36.501,0.876,4.49,2217,264,55.713,3.788,1.196,0.836,0.936
7.507,3.292,2.904,173.248,0.931,3.46,2278,242,133.025,2.867,1.134,0.882,0.95
9.669,5.049,2.438,11.164,0.705,5.399,2395,258,14.47,2.663,2.071,0.483,0.926
4.891,2.724,2.286,45.827,0.918,2.901,2467,256,54.462,2.385,1.191,0.839,0.917
9.242,4.211,2.794,159.268,0.858,4.452,131,245,155.376,3.035,1.507,0.664,0.93
5.687,3.802,1.905,48.003,0.764,4.054,450,260,45,2.091,1.996,0.501,0.911
11.517,5.799,2.529,47.798,0.683,6.092,1137,269,41.634,2.664,2.293,0.436,0.92
7.593,4.419,2.188,160.799,0.64,4.799,1200,250,161.565,2.453,2.02,0.495,0.896
14.02,4.33,4.123,120.592,0.831,4.749,1263,252,16.504,4.41,1.05,0.952,0.942
30.769,7.059,5.55,163.54,0.712,8.145,1318,242,152.904,5.925,1.272,0.786,0.928
7.82,4.315,2.308,131.46,0.783,4.587,1898,242,126.027,2.504,1.87,0.535,0.921
6.256,3.87,2.058,167.031,0.814,3.853,2022,245,156.801,2.084,1.88,0.532,0.924
6.654,3.77,2.247,75.316,0.766,4.216,2346,266,73.74,2.361,1.677,0.596,0.936
15.811,4.83,4.168,13.222,0.818,5.472,9,371,33.69,4.21,1.159,0.863,0.931
13.28,4.449,3.801,122.753,0.835,4.832,85,357,150.751,3.72,1.171,0.854,0.937
10.92,4.567,3.044,55.154,0.863,4.925,164,375,51.953,3.272,1.5,0.667,0.956
4.493,3.158,1.812,84.992,0.812,3.274,245,370,78.111,1.855,1.743,0.574,0.924
8.56,4.22,2.583,104.695,0.87,4.384,321,351,112.62,2.698,1.634,0.612,0.948
3.668,2.78,1.68,80.54,0.845,2.882,399,367,69.444,1.686,1.654,0.605,0.925
32.134,9.61,4.258,154.916,0.494,11.337,446,351,157.249,5.51,2.257,0.443,0.815
32.277,10.552,3.895,116.413,0.615,10.386,536,351,122.4,4.129,2.709,0.369,0.924
10.721,4.478,3.049,88.721,0.861,4.631,627,378,79.509,3.035,1.469,0.681,0.947
23.404,5.774,5.161,85.815,0.821,6.613,696,388,70.641,5.194,1.119,0.894,0.953
14.901,6.73,2.819,114.749,0.689,6.798,770,351,119.745,2.932,2.387,0.419,0.935
8.759,4.608,2.42,98.757,0.768,4.994,853,351,101.689,2.53,1.904,0.525,0.931
11.745,4.614,3.241,144.042,0.87,4.823,921,356,143.531,3.367,1.424,0.702,0.949
7.877,3.435,2.92,169.479,0.917,3.683,998,359,164.055,3.035,1.177,0.85,0.939
15.186,4.711,4.104,9.128,0.898,4.96,1074,373,35.311,4.204,1.148,0.871,0.949
5.432,2.891,2.392,22.543,0.94,3.1,1152,362,22.38,2.53,1.209,0.827,0.927
13.792,4.834,3.633,157.587,0.777,5.493,1221,354,162.121,4.216,1.33,0.752,0.905
6.37,5.054,1.605,175.479,0.619,4.963,1298,354,170.218,1.642,3.149,0.318,0.918
15.555,5.301,3.736,104.15,0.806,6.08,1385,351,109.44,3.879,1.419,0.705,0.946
13.053,5.365,3.098,156.182,0.711,5.585,1450,357,151.113,3.306,1.732,0.577,0.928
19.423,5.637,4.387,148.502,0.81,6.005,1533,352,128.157,4.545,1.285,0.778,0.947
30.343,7.23,5.344,61.206,0.806,7.635,1597,391,59.47,5.531,1.353,0.739,0.931
11.233,4.162,3.437,16.057,0.677,5.084,1677,351,174.289,3.541,1.211,0.826,0.94
8.73,4.402,2.525,43.504,0.778,4.664,1758,370,40.601,2.698,1.743,0.574,0.93
7.621,3.87,2.507,66.517,0.885,4.079,1838,372,60.255,2.64,1.543,0.648,0.954
10.778,5.299,2.59,84.163,0.745,5.399,1918,382,75.53,2.698,2.046,0.489,0.938
24.94,7.324,4.335,12.65,0.782,7.739,1973,372,11.31,4.639,1.689,0.592,0.952
12.797,4.317,3.774,75.654,0.895,4.606,2066,377,66.251,3.935,1.144,0.874,0.945
6.313,3.688,2.18,87.136,0.838,3.805,2146,351,102.804,2.192,1.692,0.591,0.941
21.3,7.426,3.652,169.548,0.693,8.013,2200,364,171.529,3.879,2.033,0.492,0.949
17.944,6.642,3.44,178.901,0.752,6.789,2280,366,14.381,3.541,1.931,0.518,0.952
16.636,7.022,3.016,19.143,0.548,8.374,2353,372,25.017,3.504,2.328,0.43,0.876
81.559,18.354,5.658,56.529,0.458,18.858,2418,439,51.9,6.721,3.244,0.308,0.787
7.337,3.621,2.58,161.364,0.785,3.951,11,479,140.194,2.623,1.403,0.713,0.923
6.057,4.23,1.823,47.173,0.713,4.299,77,498,41.82,1.908,2.32,0.431,0.916
49.225,10.646,5.887,82.268,0.638,11.984,154,548,76.159,6.465,1.808,0.553,0.944
4.123,2.319,2.264,130.921,0.954,2.569,220,479,113.199,2.338,1.025,0.976,0.921
9.669,6.137,2.006,43.996,0.632,6.092,276,504,41.634,2.027,3.06,0.327,0.923
121.257,16.912,9.129,157.912,0.651,17.694,306,507,169.011,9.794,1.853,0.54,0.896
18.513,7.362,3.202,147.981,0.714,7.253,408,482,144.462,3.242,2.299,0.435,0.94
24.371,7.826,3.965,162.031,0.703,8.304,471,480,156.038,4.299,1.974,0.507,0.934
6.455,3.465,2.372,12.065,0.833,3.79,551,489,20.854,2.53,1.461,0.685,0.923
14.105,6.01,2.988,96.585,0.787,6.019,624,479,101.31,3.035,2.011,0.497,0.947
9.441,4.546,2.644,42.967,0.765,4.902,686,502,40.815,2.947,1.719,0.582,0.929
20.077,6.633,3.854,62.154,0.795,6.829,758,517,69.775,4.022,1.721,0.581,0.947
9.811,8.096,1.543,6.773,0.331,9.066,874,490,9.638,1.757,5.247,0.191,0.854
5.488,3.311,2.111,151.651,0.86,3.509,961,481,144.782,2.24,1.568,0.638,0.926
54.23,10.181,6.782,133.668,0.8,10.827,1013,484,142.595,7.15,1.501,0.666,0.939
8.332,4.349,2.44,153.103,0.784,4.689,1094,479,142.306,2.715,1.782,0.561,0.938
5.375,3.359,2.038,161.263,0.693,3.922,1162,479,154.537,2.238,1.648,0.607,0.881
10.493,4.217,3.168,11.423,0.782,4.749,1227,498,16.504,3.327,1.331,0.751,0.931
7.081,3.59,2.511,16.84,0.895,3.79,1298,490,20.854,2.53,1.43,0.699,0.947
7.593,3.985,2.426,176.402,0.8,4.269,1364,487,9.09,2.53,1.643,0.609,0.934
53.605,13.692,4.985,130.688,0.595,13.669,1419,481,128.991,5.626,2.747,0.364,0.876
5.659,3.816,1.888,173.954,0.736,4.054,1501,482,163.072,2.024,2.021,0.495,0.913
21.015,7.218,3.707,60.819,0.769,7.109,1572,518,67.694,3.882,1.947,0.514,0.928
34.864,8.115,5.47,133.84,0.802,8.474,1632,479,121.159,5.867,1.484,0.674,0.954
13.053,4.891,3.398,93.806,0.682,5.854,1707,479,101.634,4,1.439,0.695,0.897
8.531,4.88,2.226,165.523,0.719,5.195,1769,481,166.866,2.372,2.192,0.456,0.932
6.711,3.201,2.67,53.196,0.928,3.373,1846,496,53.13,2.79,1.199,0.834,0.938
40.722,9.475,5.472,168.197,0.763,9.939,1891,489,165.256,5.902,1.732,0.577,0.96
5.545,4.479,1.576,156.331,0.651,4.452,1976,480,155.376,1.699,2.842,0.352,0.897
15.328,5.081,3.841,111.508,0.701,5.768,2047,479,127.875,4.44,1.323,0.756,0.909
16.636,5.444,3.891,47.828,0.867,5.803,2113,507,54.462,4.038,1.399,0.715,0.955
6.996,3.429,2.597,127.607,0.921,3.702,2186,479,120.069,2.743,1.32,0.757,0.943
8.816,3.548,3.164,97.696,0.896,3.998,2255,479,117.646,3.175,1.121,0.892,0.941
17.631,6.351,3.535,135.872,0.763,6.688,2311,486,146.31,3.816,1.797,0.557,0.943
10.323,6.27,2.096,30.894,0.552,6.745,2379,503,36.87,2.314,2.991,0.334,0.912
32.703,8.428,4.941,154.095,0.78,9.058,2441,483,151.049,5.204,1.706,0.586,0.961
177.563,21.645,10.445,135.27,0.651,22.736,794,492,139.814,11.686,2.072,0.483,0.922
2023.296,56.131,45.895,82.618,0.852,57.467,154,959,86.13,47.476,1.223,0.818,0.984
1562.041,55.085,36.105,114.396,0.746,60.643,439,620,109.493,39.429,1.526,0.655,0.965
712.244,38.178,23.754,104.813,0.414,48.464,963,916,82.603,32.88,1.607,0.622,0.678
517.277,35.909,18.341,120.897,0.508,36.95,1333,678,141.299,20.37,1.958,0.511,0.853
529.278,30.166,22.34,96.376,0.75,34.535,755,852,84.958,23.336,1.35,0.741,0.962
817.349,49.788,20.902,70.967,0.391,53.885,1594,940,65.601,28.733,2.382,0.42,0.734
342.927,31.344,13.93,131.529,0.539,35.689,1126,669,142.101,16.391,2.25,0.444,0.949
165.563,29.08,7.249,158.986,0.377,31.945,2392,733,160.896,8.066,4.011,0.249,0.886
546.056,47.432,14.658,162.225,0.409,51.545,1767,723,167.146,16.728,3.236,0.309,0.885
226.76,18.351,15.733,37.565,0.628,21.251,2136,839,54.039,17.012,1.166,0.857,0.88
250.96,22.862,13.977,178.343,0.69,24.51,2244,783,167.685,15.294,1.636,0.611,0.911
32437.375,257.745,160.238,138.539,0.65,269.444,86,90,159.59,168.391,1.609,0.622,0.907
8228.885,220.608,47.493,131.563,0.382,231.987,2202,44,131.808,50.506,4.645,0.215,0.971
8557.172,117.423,92.787,62.633,0.729,128.177,2000,255,86.205,93.662,1.266,0.79,0.949
15059.891,155.616,123.219,170.541,0.644,182.992,1094,154,159.109,132.269,1.263,0.792,0.908
21878.122,306.929,90.757,178.606,0.504,293.18,577,132,172.068,89.664,3.382,0.296,0.948
6681.977,110.321,77.118,100.355,0.354,139.513,2466,87,107.418,81.035,1.431,0.699,0.864
6641.527,118.77,71.198,167.313,0.631,140.104,1675,119,152.241,82.03,1.668,0.599,0.941
5250.034,111.194,60.116,175.525,0.7,123.01,1430,144,167.438,64.6,1.85,0.541,0.974
1771.301,96.726,23.316,101.882,0.361,104.301,503,344,100.818,27.519,4.148,0.241,0.823
66.85,12.937,6.579,158.905,0.78,12.87,6,375,149.534,7.004,1.966,0.509,0.905
720.443,34.287,26.754,128.875,0.698,38.188,49,383,160.017,28.89,1.282,0.78,0.874
837.11,35.557,29.976,128.445,0.728,41.69,119,379,140.08,33.931,1.186,0.843,0.913
249.089,20.431,15.523,147.851,0.822,21.935,188,384,149.621,16.634,1.316,0.76,0.945
96.229,13.91,8.808,167.345,0.732,14.444,256,388,18.435,9.455,1.579,0.633,0.878
70.256,10.303,8.682,37.396,0.88,11.673,321,387,26.565,9.005,1.187,0.843,0.914
501.585,41.644,15.336,70.185,0.57,41.93,376,435,69.027,19.873,2.715,0.368,0.874
338.506,27.706,15.556,63.665,0.697,31.491,443,415,55.981,17.509,1.781,0.561,0.947
713.63,37.778,24.051,114.504,0.706,38.764,562,381,126.098,27.024,1.571,0.637,0.887
280.172,23.263,15.334,94.852,0.793,23.172,639,375,99.728,15.661,1.517,0.659,0.925
206.084,23.257,11.282,37.867,0.659,26.337,693,402,41.987,12.637,2.061,0.485,0.922
110.281,13.37,10.502,19.025,0.688,16.352,760,387,28.61,11.89,1.273,0.785,0.858
3534.086,81.785,55.019,25.036,0.472,101.1,779,499,43.169,65.448,1.486,0.673,0.788
48.115,8.983,6.82,8.47,0.964,9.343,891,383,24.775,6.525,1.317,0.759,0.954
228.225,24.271,11.973,51.424,0.772,24.624,950,407,57.995,12.637,2.027,0.493,0.94
76.643,11.451,8.522,6.656,0.862,11.979,1015,384,29.358,8.483,1.344,0.744,0.923
56.631,10.071,7.159,108.909,0.862,11.396,1082,375,113.629,7.178,1.407,0.711,0.924
135.828,23.812,7.263,141.218,0.492,24.805,1134,375,144.638,10.233,3.279,0.305,0.774
1844.963,55.573,42.27,87.311,0.8,60.107,1202,462,69.007,41.762,1.315,0.761,0.955
38.321,8.096,6.027,157.482,0.912,8.508,1334,377,147.529,6.397,1.343,0.744,0.914
242.277,22.073,13.976,106.466,0.752,24.563,1400,375,106.991,15.008,1.579,0.633,0.953
103.042,14.642,8.96,159.679,0.821,15.565,1455,375,146.976,9.411,1.634,0.612,0.938
1108.766,45.863,30.781,106.658,0.695,50.312,1538,375,92.974,32.013,1.49,0.671,0.9
846.052,45.836,23.502,130.359,0.657,49.695,1580,375,113.199,25.621,1.95,0.513,0.889
280.598,22.917,15.59,67.318,0.813,23.725,1643,407,58.496,15.466,1.47,0.68,0.947
449.638,34.36,16.662,148.234,0.691,35.77,1698,376,141.667,17.01,2.062,0.485,0.949
